8213	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.082	12	6	0	2.261		168.789		0.047		210.943		928216.0	0.982			!9
8214	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.022	12	6	0	2.533		189.886		0.051		259.246		1138031.0	0.9801			!10
8215	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.538	12	6	0	2.559		192.138		0.052		264.208		1160742.0	0.9807			!14
8216	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.999	12	6	0	2.376		178.198		0.049		223.263		982793.0	0.976			!9
8217	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	68.85	12	6	0	0.988		73.442		0.026		35.142		162129.0	0.9868			!very short run
8218	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	67.201	12	6	0	1.375		102.079		0.032		134.189		603839.0	0.9773			!10
8219	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	39.209	12	6	0	0.583		37.758		0.016		51.275		233944.0	0.9848			!4
8220	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	54.682	12	6	0	1.436		100.796		0.029		135.232		585500.0	0.9849			!11
8221	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	60.213	12	6	0	1.978		141.41		0.037		176.068		754714.0	0.9807			!8
8222	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	61.314	12	6	0	2.052		147.271		0.039		265.22		1138299.0	0.9819			!12
8223	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	62.275	12	6	0	2.126		153.059		0.04		257.788		1106460.0	0.9754			!16
8224	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	65.995	12	6	0	2.165		159.114		0.043		204.388		889272.0	0.9822			!9
8225	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	68.495	12	6	0	2.088		156.037		0.044		226.71		995936.0	0.9775			!11
8226	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	67.122	12	6	0	2.134		158.835		0.044		228.738		1002636.0	0.9822			!16 70 uA
8227	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	68.588	12	6	0	2.197		164.225		0.045		210.347		922098.0	0.9815			!15 70 uA
8228	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.524	12	6	0	2.47		185.178		0.05		248.232		1085202.0	0.9818			!13 70 uA
8229	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.574	12	6	0	2.433		182.782		0.05		231.277		1012176.0	0.9825			!10
8230	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	68.663	12	6	0	2.382		179.041		0.049		238.423		1042383.0	0.9756			!14
8231	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.137	12	6	0	2.46		185.378		0.05		277.524		1216105.0	0.9814			!11
8232	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.489	12	6	0	2.533		191.304		0.052		294.295		1289725.0	0.9815			!5
8233	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	68.919	12	6	0	2.259		169.749		0.047		211.225		926566.0	0.9828			!15
8234	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.962	12	6	0	2.458		185.362		0.05		170.231		744805.0	0.9835			!10
8235	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.287	12	6	0	2.481		187.351		0.051		248.228		1085918.0	0.9834			!14
8236	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.546	12	6	0	2.405		181.087		0.049		260.883		1143421.0	0.9834			!17
8237	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.551	12	6	0	2.201		165.911		0.046		231.814		1018588.0	0.9794			!13
8238	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.585	12	6	0	2.235		168.609		0.047		265.791		1169410.0	0.9735			!17
8239	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.143	12	6	0	2.393		180.612		0.05		241.444		1059362.0	0.9795			!7
8240	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.126	12	6	0	1.855		139.215		0.04		188.966		835946.0	0.9806			!7
8241	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	71.408	12	6	0	2.433		183.775		0.05		213.552		936197.0	0.9777			!8
8242	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	71.562	12	6	0	2.574		195.126		0.053		336.619		1473990.0	0.976			!29
8243	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.096	12	6	0	2.29		172.729		0.048		211.894		931762.0	0.9856			!11
8244	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.009	12	6	0	2.288		172.527		0.048		210.954		927153.0	0.9799			!9 by eye
8245	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	69.69	12	6	0	2.22		167.222		0.046		203.536		893951.0	0.9778			!3
8246	Prod	6.755	8.498		0.962	-49.308		LH2	8.210	70.167	12	6	0	2.4		180.941		0.049		161.978		709451.0	0.9824			!8

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8251	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	35.492	12	4	0	1.296		304.32		0.047		11.016		152885.0	0.987			!JUNK ramping up current
8252	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.812	12	4	0	1.682		444.63		0.078		174.921		2567287.0	0.9676			!8
8253	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.888	12	4	0	1.732		454.837		0.08		158.495		2318831.0	0.9789			!10 by eye
8254	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.234	12	4	0	1.736		459.21		0.081		186.138		2732790.0	0.9699			!16
8255	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.386	12	4	0	1.773		470.884		0.083		162.428		2388232.0	0.9739			!6
8256	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.793	12	4	0	1.759		468.818		0.083		168.357		2477893.0	0.9681			!13
8257	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.453	12	4	0	1.82		485.062		0.085		38.508		566655.0	0.9744			!JUNK SHMS dipole interlock
8262	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	20.357	-1	0	0	0.036		17.415		0.01		69.197		387558.0				!Optics
8261	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	20.136	-1	0	0	0.152		100.584		0.011		73.417		2721921.0				!Optics
8263	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	20.337	-1	0	0	0.043		26.365		0.01		87.797		646205.0				!Optics
8267	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.968	12	4	0	1.62		426.431		0.076		150.633		2205725.0	0.9651			!6 fit
8268	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.238	12	4	0	1.788		474.161		0.083		169.596		2480858.0	0.9803			!5
8269	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.97	12	4	0	1.654		440.218		0.077		142.786		2093889.0	0.9679			!8
8270	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.422	12	4	0	1.803		480.607		0.084		183.734		2682064.0	0.9754			!3
8271	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.436	12	4	0	1.715		453.923		0.08		178.488		2615682.0	0.9735			!13
8272	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.357	12	4	0	1.845		491.071		0.086		178.246		2616122.0	0.9786			!10
8273	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.625	12	4	0	1.549		411.171		0.073		158.595		2331597.0	0.9772			!11
8274	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.937	12	4	0	1.692		450.113		0.079		187.363		2748053.0	0.9757			!9
8275	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.778	12	4	0	1.621		428.355		0.076		154.267		2264706.0	0.9772			!7
8276	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.346	12	4	0	1.687		447.868		0.079		146.109		2138557.0	0.9806			!9
8277	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.946	12	4	0	1.605		424.866		0.075		150.714		2207212.0	0.9641			!6
8278	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.994	12	4	0	1.793		476.936		0.083		180.497		2643186.0	0.9687			!8
8279	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.113	12	4	0	1.641		434.599		0.077		148.192		2172469.0	0.9744			!13
8280	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.076	12	4	0	1.645		436.031		0.077		158.683		2324523.0	0.975			!11
8281	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.08	12	4	0	1.721		457.677		0.08		158.826		2325893.0	0.9713			!6
8282	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.225	12	4	0	1.287		340.94		0.063		120.795		1779150.0	0.9757			!6
8284	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.628	12	4	0	1.633		433.54		0.077		88.626		1303220.0	0.9764			!7
8285	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	47.524	12	4	0	1.05		276.129		0.052		54.976		809345.0	0.9721			!26
8286	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.554	12	4	0	1.71		452.387		0.08		175.963		2575017.0	0.9667			!9 fit
8287	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	47.519	12	4	0	1.421		373.577		0.067		131.325		1925363.0	0.9652			!8 fit
8288	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.648	12	4	0	1.385		364.208		0.065		143.752		2108636.0	0.9731			!10 fit
8289	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.026	12	4	0	1.569		411.732		0.072		144.387		2110683.0	0.9736			!8 fit
8290	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.872	12	4	0	1.588		417.79		0.073		160.042		2334728.0	0.9708			!3 fit
8291	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	46.537	12	4	0	1.503		392.101		0.068		137.271		1996999.0	0.971			!16 fit
8292	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	46.507	12	4	0	1.407		366.798		0.065		130.46		1899071.0	0.9773			!6 fit
8293	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.522	12	4	0	1.2		313.968		0.057		133.334		1951029.0	0.9695			!3 or 0 
8294	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.796	12	4	0	1.672		439.375		0.076		167.13		2428785.0	0.961			!12
8295	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.196	12	4	0	1.776		468.692		0.081		148.41		2157638.0	0.9727			!6
8296	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.335	12	4	0	1.727		456.18		0.079		152.111		2217491.0	0.9765			!8
8297	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.519	12	4	0	1.658		437.77		0.076		120.725		1760489.0	0.9714			!8
8298	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.372	12	4	0	1.489		391.319		0.069		94.02		1372094.0	0.9753			!3

#     .....................................................................	8.2 GeV Setup, Lumi Scan	 .......................................................................

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8299	Lumi	6.755	6.205		0.962	-49.308		LH2	8.210	45.937	12	4	0	1.47		386.017		0.068		26.014		377545.0	0.9751			!
8300	Lumi	6.755	6.205		0.962	-49.308		LH2	8.210	59.935	12	4	0	2.185		631.851		0.124		37.052		565159.0	0.9651			!
8301	Lumi	6.755	6.205		0.962	-49.308		LH2	8.210	40.356	12	4	0	1.525		366.665		0.055		26.243		364543.0	0.9818			!
8302	Lumi	6.755	6.205		0.962	-49.308		LH2	8.210	24.57	12	4	0	0.786		158.522		0.022		12.249		159752.0	0.992			!
8303	Lumi	6.755	6.205		0.962	-49.308		LH2	8.210	10.029	12	4	0	0.345		56.238		0.012		5.444		69790.0		0.995			!

#     .....................................................................8.2 GeV Setup, Physics Data, Q2 = 5.5, W = 3.02, x =0.40 and low epsilon .......................................................................

Run	Type	P_SHMS	Theta_SHMS      P_HMS	Theta_HMS	Target	Ebeam	Current	PS1	PS3	PS5	HMS-Rate(kHz)	SHMS-Rate(kHz)	COIN-Rate(kHz)	Charge(mC)	Raw-coin	SHMS_h_tracking	        Comment
8304	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.887	12	4	0	1.792		474.229		0.082		122.112		1778289.0	0.9724			!5
8305	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.405	12	4	0	1.713		452.828		0.079		180.192		2626352.0	0.9729			!11
8306	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.772	12	4	0	1.699		450.367		0.079		184.324		2684672.0	0.9704			!5
8307	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.107	12	4	0	1.505		396.915		0.07		178.28		2608203.0	0.9729			!9
8308	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	46.718	12	4	0	0.668		173.153		0.036		79.788		1194759.0	0.9755			!10
8309	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.565	12	4	0	1.308		345.495		0.063		139.631		2042276.0	0.9751			!10
8310	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.193	12	4	0	1.632		431.29		0.076		157.7		2296894.0	0.9711			!8
8311	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.833	12	4	0	1.53		403.234		0.071		136.314		1985288.0	0.9714			!10
8312	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.315	12	4	0	1.727		456.7		0.079		169.287		2459843.0	0.976			!11
8313	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.604	12	4	0	1.559		411.25		0.072		148.87		2166720.0	0.9718			!17
8314	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	39.912	9	2	0	0.687		69.824		0.014		73.553		1407300.0	0.9927			!
8315	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	39.434	9	2	0	0.631		64.04		0.014		125.951		2398240.0	0.9885			!
8316	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	39.938	9	2	0	0.667		67.762		0.014		135.039		2567781.0	0.9924			!
8317	Prod	6.755	6.205		0.962	-49.308		Dummy	8.210	39.891	9	2	0	0.685		69.658		0.014		137.554		2616272.0	0.9918			!
8318	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.642	12	4	0	1.569		413.283		0.073		150.27		2188716.0	0.9695			!5
8319	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.493	12	4	0	1.44		379.11		0.067		137.01		1994019.0	0.9702			!9 fit
8320	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.169	12	4	0	1.735		458.236		0.079		178.435		2587952.0	0.9704			!7 fit
8321	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.401	12	4	0	1.778		470.401		0.081		174.838		2534536.0	0.9722			!62 fit
8322	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.851	12	4	0	1.733		458.293		0.079		158.808		2302123.0	0.9781			!6 fit
8323	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.121	12	4	0	1.237		326.743		0.059		130.801		1906223.0	0.9653			!7 fit
8324	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.988	12	4	0	1.758		465.584		0.081		178.05		2586468.0	0.9666			!7 fit
8325	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.301	12	4	0	1.843		489.814		0.084		189.774		2751877.0	0.9718			!14 fit
8326	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.118	12	4	0	1.677		444.265		0.077		143.812		2087890.0	0.9721			!7 fit
8327	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.835	12	4	0	1.768		469.169		0.081		169.827		2462921.0	0.9706			!11
8328	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.608	12	4	0	1.619		428.65		0.075		161.832		2351604.0	0.974			!6
8329	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.236	12	4	0	1.796		476.364		0.082		168.672		2447434.0	0.9801			!7 by eye
8330	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.33	12	4	0	1.731		457.924		0.08		158.787		2305979.0	0.9789			!6
8331	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.769	12	4	0	1.802		477.781		0.082		171.727		2490806.0	0.9729			!10 by eye
8332	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.595	12	4	0	1.648		435.824		0.076		166.483		2416942.0	0.9731			!10
8333	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.355	12	4	0	1.655		437.64		0.076		156.04		2262134.0	0.9831			!9
8334	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	50.217	12	4	0	0.192		48.422		0.017		6.5		106338.0	0.9797			!3 (by eye) beam tripped so may be junk
8335	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.496	12	4	0	1.732		457.157		0.079		160.933		2335297.0	0.9707			!7
8336	prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.365	12	4	0	1.721		454.628		0.078		154.868		2241853.0	0.978			!4
8337	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.943	12	4	0	1.834		485.206		0.083		161.88		2343386.0	0.9826			!14
8338	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	39.566	12	4	0	1.312		313.694		0.048		123.14		1701563.0	0.9846			!8
8339	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.839	12	4	0	1.118		292.937		0.054		113.895		1663315.0	0.9717			!8
8340	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.086	12	4	0	1.584		416.507		0.073		158.57		2296029.0	0.9715			!11
8341	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.001	12	4	0	1.676		440.584		0.076		153.428		2217993.0	0.9721			!14
8342	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.995	12	4	0	1.606		422.387		0.073		170.942		2468303.0	0.9694			!8
8343	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.282	12	4	0	1.744		458.842		0.078		149.72		2159938.0	0.9761			!13
8344	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.447	12	4	0	1.68		440.589		0.076		63.634		918228.0	0.9773			!10
8345	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.352	12	4	0	1.68		441.696		0.076		166.929		2409529.0	0.9821			!21
8346	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.258	12	4	0	1.552		406.664		0.071		150.131		2165869.0	0.9696			!7
8347	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.711	12	4	0	1.275		334.26		0.06		134.198		1943897.0	0.972			!19
8348	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.209	12	4	0	1.406		369.784		0.065		174.784		2531382.0	0.9704			!15
8349	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	48.835	12	4	0	1.403		369.113		0.065		139.499		2016462.0	0.9681			!13
8350	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.534	12	4	0	1.795		473.549		0.081		180.568		2604607.0	0.9781			!24
8351	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.03	12	4	0	1.664		438.373		0.076		162.813		2346805.0	0.97			!10
8352	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	49.205	12	4	0	1.674		440.867		0.076		194.949		2813269.0	0.9701			!31
8353	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	46.831	12	4	0	1.046		273.021		0.051		102.648		1490958.0	0.9699			!5
8354	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	44.054	12	4	0	0.689		177.153		0.036		47.947		702351.0	0.9767			!4 by eye
8355	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	42.462	12	4	0	0.166		39.843		0.016		3.66		60248.0	        0.9719			!JUNK
8356	Prod	6.755	6.205		0.962	-49.308		LH2	8.210	46.755	12	4	0	1.019		263.866		0.049		76.733		1108331.0	0.9743			!3
